filename,source_url,author,license,attribution_required,notes
sfx_boss_frostwyrm_phase.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_boss_magmalord_attack_01.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_boss_magmalord_attack_02.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_boss_magmalord_death.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_boss_magmalord_intro.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_boss_magmalord_phase.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_boss_riftheart_attack_01.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_boss_riftheart_attack_02.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_boss_riftheart_death.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_boss_riftheart_intro.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_boss_riftheart_phase.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_boss_sporequeen_attack_01.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_boss_sporequeen_attack_02.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_boss_sporequeen_death.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_boss_sporequeen_intro.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_boss_sporequeen_phase.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_boss_warden_attack_01.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_boss_warden_attack_02.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_boss_warden_death.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_boss_warden_intro.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_boss_warden_phase.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_bot_collect.ogg,https://opengameart.org/content/30-cc0-sfx-loops | https://kenney.nl/assets/rpg-audio,rubberduck + Kenney,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_bot_cut_loop.ogg,https://opengameart.org/content/30-cc0-sfx-loops | https://kenney.nl/assets/rpg-audio,rubberduck + Kenney,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_bot_cut_start.ogg,https://opengameart.org/content/30-cc0-sfx-loops | https://kenney.nl/assets/rpg-audio,rubberduck + Kenney,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_bot_hover_loop.ogg,https://opengameart.org/content/30-cc0-sfx-loops | https://kenney.nl/assets/rpg-audio,rubberduck + Kenney,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_bot_magnet.ogg,https://opengameart.org/content/30-cc0-sfx-loops | https://kenney.nl/assets/rpg-audio,rubberduck + Kenney,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_bomber_attack.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_bomber_death.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_bomber_hurt.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_brood_attack.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_brood_death.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_brood_hurt.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_charger_attack.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_charger_death.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_charger_hurt.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_flamer_attack.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_flamer_death.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_flamer_hurt.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_grub_attack.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_grub_death.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_grub_hurt.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_healer_attack.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_healer_death.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_healer_hurt.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_phaser_attack.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_phaser_death.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_phaser_hurt.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_sentinel_attack.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_sentinel_death.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_sentinel_hurt.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_shielder_attack.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_shielder_death.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_shielder_hurt.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_skitter_attack.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_skitter_death.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_skitter_hurt.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_sniper_attack.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_sniper_death.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_sniper_hurt.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_spitter_attack.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_spitter_death.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_spitter_hurt.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_stalker_attack.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_stalker_death.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_stalker_hurt.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_voidling_attack.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_voidling_death.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_enemy_voidling_hurt.ogg,https://opengameart.org/content/80-cc0-creature-sfx | https://opengameart.org/content/monster-sound-effects-2,rubberduck + Ogrebane,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_machine_capture_loop.ogg,https://opengameart.org/content/30-cc0-sfx-loops | https://kenney.nl/assets/rpg-audio,rubberduck + Kenney,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_machine_capture_start.ogg,https://opengameart.org/content/30-cc0-sfx-loops | https://kenney.nl/assets/rpg-audio,rubberduck + Kenney,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_platform_beacon_loop.ogg,https://opengameart.org/content/30-cc0-sfx-loops | https://kenney.nl/assets/rpg-audio,rubberduck + Kenney,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_platform_fully_powered.ogg,https://opengameart.org/content/30-cc0-sfx-loops | https://kenney.nl/assets/rpg-audio,rubberduck + Kenney,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_platform_receive_cell.ogg,https://opengameart.org/content/30-cc0-sfx-loops | https://kenney.nl/assets/rpg-audio,rubberduck + Kenney,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_rig_gold_loop.ogg,https://opengameart.org/content/30-cc0-sfx-loops | https://kenney.nl/assets/rpg-audio,rubberduck + Kenney,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_rig_xp_loop.ogg,https://opengameart.org/content/30-cc0-sfx-loops | https://kenney.nl/assets/rpg-audio,rubberduck + Kenney,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_ship_land.ogg,https://opengameart.org/content/25-cc0-bang-firework-sfx | https://kenney.nl/assets/sci-fi-sounds,rubberduck + Kenney,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_ship_launch.ogg,https://opengameart.org/content/25-cc0-bang-firework-sfx | https://kenney.nl/assets/sci-fi-sounds,rubberduck + Kenney,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_supply_open.ogg,https://opengameart.org/content/25-cc0-bang-firework-sfx | https://kenney.nl/assets/sci-fi-sounds,rubberduck + Kenney,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_turret_gatling_loop.ogg,https://opengameart.org/content/25-cc0-bang-firework-sfx | https://kenney.nl/assets/sci-fi-sounds,rubberduck + Kenney,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_turret_grenade_launch.ogg,https://opengameart.org/content/25-cc0-bang-firework-sfx | https://kenney.nl/assets/sci-fi-sounds,rubberduck + Kenney,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_turret_inferno_pulse.ogg,https://opengameart.org/content/25-cc0-bang-firework-sfx | https://kenney.nl/assets/sci-fi-sounds,rubberduck + Kenney,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_turret_sniper_fire.ogg,https://opengameart.org/content/25-cc0-bang-firework-sfx | https://kenney.nl/assets/sci-fi-sounds,rubberduck + Kenney,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_weapon_acid_fire.ogg,https://opengameart.org/content/25-cc0-bang-firework-sfx | https://kenney.nl/assets/sci-fi-sounds,rubberduck + Kenney,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_weapon_blade_throw.ogg,https://opengameart.org/content/25-cc0-bang-firework-sfx | https://kenney.nl/assets/sci-fi-sounds,rubberduck + Kenney,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_weapon_boom_fire.ogg,https://opengameart.org/content/25-cc0-bang-firework-sfx | https://kenney.nl/assets/sci-fi-sounds,rubberduck + Kenney,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_weapon_drill_attack.ogg,https://opengameart.org/content/25-cc0-bang-firework-sfx | https://kenney.nl/assets/sci-fi-sounds,rubberduck + Kenney,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_weapon_drone_fire.ogg,https://opengameart.org/content/25-cc0-bang-firework-sfx | https://kenney.nl/assets/sci-fi-sounds,rubberduck + Kenney,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_weapon_gauntlet_slam.ogg,https://opengameart.org/content/25-cc0-bang-firework-sfx | https://kenney.nl/assets/sci-fi-sounds,rubberduck + Kenney,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_weapon_gravity_launch.ogg,https://opengameart.org/content/25-cc0-bang-firework-sfx | https://kenney.nl/assets/sci-fi-sounds,rubberduck + Kenney,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_weapon_nail_fire_01.ogg,https://opengameart.org/content/25-cc0-bang-firework-sfx | https://kenney.nl/assets/sci-fi-sounds,rubberduck + Kenney,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_weapon_orb_hit.ogg,https://opengameart.org/content/25-cc0-bang-firework-sfx | https://kenney.nl/assets/sci-fi-sounds,rubberduck + Kenney,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_weapon_prism_fire.ogg,https://opengameart.org/content/25-cc0-bang-firework-sfx | https://kenney.nl/assets/sci-fi-sounds,rubberduck + Kenney,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_weapon_sonic_attack.ogg,https://opengameart.org/content/25-cc0-bang-firework-sfx | https://kenney.nl/assets/sci-fi-sounds,rubberduck + Kenney,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_weapon_swarm_release.ogg,https://opengameart.org/content/25-cc0-bang-firework-sfx | https://kenney.nl/assets/sci-fi-sounds,rubberduck + Kenney,CC0 1.0,no,Derived/layered and normalized for Deep Rift
sfx_weapon_turret_fire.ogg,https://opengameart.org/content/25-cc0-bang-firework-sfx | https://kenney.nl/assets/sci-fi-sounds,rubberduck + Kenney,CC0 1.0,no,Derived/layered and normalized for Deep Rift
amb_crystal_cave_loop.ogg,https://opengameart.org/content/30-cc0-sfx-loops,rubberduck,CC0 1.0,no,Normalized ambience loop
amb_frozen_cave_loop.ogg,https://opengameart.org/content/30-cc0-sfx-loops,rubberduck,CC0 1.0,no,Normalized ambience loop
amb_fungal_cave_loop.ogg,https://opengameart.org/content/30-cc0-sfx-loops,rubberduck,CC0 1.0,no,Normalized ambience loop
amb_magma_cave_loop.ogg,https://opengameart.org/content/30-cc0-sfx-loops,rubberduck,CC0 1.0,no,Normalized ambience loop
amb_rift_cave_loop.ogg,https://opengameart.org/content/30-cc0-sfx-loops,rubberduck,CC0 1.0,no,Normalized ambience loop
amb_ruins_cave_loop.ogg,https://opengameart.org/content/30-cc0-sfx-loops,rubberduck,CC0 1.0,no,Normalized ambience loop
sfx_weapon_smg_fire_01.ogg,https://opengameart.org/content/the-free-firearm-sound-library,"Ben Jaszczak, Brian Nelson, Kevin Heras, Matthew Nanney",CC0 1.0,no,Modern warfare redesign; processed/layered for Deep Rift
sfx_weapon_boom_fire.ogg,https://opengameart.org/content/the-free-firearm-sound-library,"Ben Jaszczak, Brian Nelson, Kevin Heras, Matthew Nanney",CC0 1.0,no,Modern warfare redesign; processed/layered for Deep Rift
sfx_weapon_rail_fire.ogg,https://opengameart.org/content/the-free-firearm-sound-library,"Ben Jaszczak, Brian Nelson, Kevin Heras, Matthew Nanney",CC0 1.0,no,Modern warfare redesign; processed/layered for Deep Rift
sfx_weapon_nail_fire_01.ogg,https://opengameart.org/content/the-free-firearm-sound-library,"Ben Jaszczak, Brian Nelson, Kevin Heras, Matthew Nanney",CC0 1.0,no,Modern warfare redesign; processed/layered for Deep Rift
